"name","area"
"Маркова д.","((56.1067855418718,66.5628192693694),(56.1055144875143,66.5621540815337),(56.1074929972653,66.5560171873077),(56.1101548310717,66.5572831899627),(56.1115815938037,66.5589998037322),(56.1121091228852,66.5617893011077),(56.1123249281344,66.5636990339263),(56.1123249281311,66.5664778024657),(56.1121690688998,66.567781356047),(56.1119712466563,66.5686691672309),(56.1112219107323,66.5700290472015),(56.1085601510363,66.5706298620208),(56.1068568909221,66.5737948081645),(56.1061134505341,66.5742239616069),(56.1048303824005,66.5741810462626),(56.1045425855205,66.5718636176737),(56.1054419435965,66.5701899192485),(56.1060654861429,66.5701684615763),(56.1072166149657,66.567765202299),(56.1078880908146,66.5635380408915),(56.1090871375626,66.5645894560969),(56.110813681718,66.5672716651118),(56.1108976089655,66.5680655989802),(56.1116409565561,66.5673574958002),(56.1119047215994,66.5665421042598),(56.111856764455,66.5639242682612),(56.1115570309432,66.5620359931147),(56.1067855418718,66.5628192693694))"
"Матмасский с/о","((57.1905363825193,65.6551696327876),(57.1908596625499,65.6551589039515),(57.1916489198833,65.6506849793147),(57.1902393118653,65.6491829422663),(57.1895286625731,65.6480242279719),(57.1882704301196,65.6469513443659),(57.1881495559786,65.6472490695666),(57.1878655730292,65.6476755408),(57.1874840129964,65.6480564144801),(57.1869539001268,65.6483460930537),(57.1867034045583,65.6497140196513),(57.1862198850619,65.6519831684779),(57.1857188822571,65.6547619370173),(57.1850664032649,65.6579162148188),(57.1853926442186,65.6584311989497),(57.1861965827762,65.6585814026545),(57.1864179540699,65.6575514343928),(57.1902859113481,65.6565429238032),(57.1905363825193,65.6551696327876))"
"Матмасы","((57.1902820390509,65.6183268442947),(57.1918751232607,65.6161220684844),(57.1942689884896,65.6129999771912),(57.1966699778424,65.6097464576561),(57.2001656196896,65.6103553191025),(57.1990780899096,65.6132923379738),(57.2008636891094,65.6160053923924),(57.2009179181383,65.618520633896),(57.2033832740913,65.6258454545276),(57.2024339435644,65.6297063052225),(57.1996998437004,65.6283751644078),(57.1975246281593,65.6271727696259),(57.1967917339467,65.6286945879657),(57.1963849686296,65.6307743057806),(57.1953537484018,65.6350986972649),(57.1923709457302,65.6513649538357),(57.1902911404986,65.6491876706678),(57.1895439946475,65.6479620687861),(57.1882842154071,65.6468866706093),(57.1883649951176,65.6462309543241),(57.1852052612003,65.6438990250426),(57.180544378029,65.6416620627243),(57.1809446768552,65.6380413955085),(57.1810205297955,65.6372724073931),(57.1810920624237,65.6364424839814),(57.1811328471023,65.6359435931046),(57.1812202426998,65.6349511757691),(57.1814008595946,65.6330629006226),(57.1816717832787,65.6301446572144),(57.1818305494573,65.6281383648712),(57.1821174921062,65.6248875275452),(57.1823854974342,65.6224413529237),(57.1834618687025,65.6213845625718),(57.1838740566751,65.6209715023835),(57.1841857434572,65.6204028740723),(57.1844173898821,65.6196846608887),(57.1845960117121,65.6194862291414),(57.185169396502,65.6189772799809),(57.1856869735129,65.6189035192329),(57.1865589914778,65.619099320491),(57.1873010096993,65.6192334309418),(57.1879694686538,65.6200166359742),(57.1884573340824,65.6208749428589),(57.1888752912684,65.6201024666627),(57.1902820390509,65.6183268442947))"
"Матрешка с/о","((57.2470576897383,65.6310952963771),(57.2473484855604,65.6225980582179),(57.2542105990207,65.6232417883815),(57.2540012654315,65.6319750609341),(57.2470576897383,65.6310952963771))"
"Машиностроитель с/о","((57.1868521160033,65.4737458962721),(57.1874929125978,65.4753552216811),(57.1840441302562,65.4813204545302),(57.1831818841679,65.4777584809584),(57.1868521160033,65.4737458962721))"
"Маяк","((57.1421665525538,65.4804134137182),(57.1435415498098,65.4835676915198),(57.1396788874289,65.4893183476478),(57.1427439701603,65.4962706334143),(57.1424448733281,65.4970967537909),(57.1407226043997,65.5046176678687),(57.1385198456912,65.5142146117239),(57.1382302846479,65.5148422486334),(57.1385727994835,65.5195736653356),(57.1417976421156,65.5219340092688),(57.1448038629052,65.5238866574315),(57.1482546817145,65.5079006917029),(57.1485096303838,65.5048966176062),(57.1497160111183,65.494768596366),(57.1516490536605,65.476572490409),(57.1457890769377,65.4800169249826),(57.1435080110237,65.4800051690413),(57.1421665525538,65.4804134137182))"
"Маяк с/о ","((57.1317655777381,65.1813835199738),(57.1359426229257,65.1816410120392),(57.136712641046,65.1879281099701),(57.1365026377018,65.1887649591827),(57.1318589246989,65.1882070597077),(57.1317655777381,65.1813835199738))"
"Мебельщик с/о","((57.2145661089119,65.598703348679),(57.2158467255299,65.6000337243503),(57.2150259718559,65.6029841542668),(57.2144933452696,65.6048670649952),(57.2143550939339,65.605186247868),(57.213890856714,65.6057629228063),(57.2133436604834,65.6056985497899),(57.212819741566,65.6052479386754),(57.2145661089119,65.598703348679))"
"Мебельщик-2 с/о ","((57.1550358733834,65.7589777164067),(57.1550970936923,65.7568104915227),(57.1557326127857,65.7536562137212),(57.155467328613,65.7526906184758),(57.1546016829681,65.7523893940712),(57.1551145852015,65.7482917956914),(57.1566188229158,65.7488926105108),(57.1606298232626,65.7508881740178),(57.1597203905447,65.7537098579015),(57.158542758407,65.7561238460149),(57.1578023466367,65.7573952130879),(57.1572018442856,65.7583232574071),(57.1556743087395,65.7600506000126),(57.1550358733834,65.7589777164067))"
"Медик с/о","((57.22463771268,65.503863714207),(57.2232759265063,65.5025118808636),(57.2232526476713,65.4996580104717),(57.2233003259444,65.4980957723587),(57.2251509449088,65.4933536268204),(57.2275251874489,65.4879677511185),(57.2286226729358,65.4815378266122),(57.2327157548291,65.4892166826535),(57.2326842576294,65.489884864215),(57.232556256629,65.4903998483459),(57.2326377118655,65.4910221208373),(57.2344645888253,65.4930176843444),(57.2354778219369,65.4951577677077),(57.2345925639054,65.4977524655384),(57.2291349546523,65.4914868252796),(57.2268312124169,65.4982957798551),(57.22463771268,65.503863714207))"
"Мелиоратор с/о","((57.2179189016735,65.5945620179601),(57.2180353126065,65.5940684915013),(57.2182215693061,65.5939182877964),(57.218663925203,65.5939182877964),(57.2189549459159,65.5943474412389),(57.2196766673477,65.5963430047459),(57.2198745562302,65.5967936158605),(57.2198512752366,65.5975446343846),(57.2200258822959,65.5982312798925),(57.2202877913391,65.5989715695806),(57.2207126620447,65.600141012711),(57.2211200676781,65.6019649148411),(57.2213528688661,65.6024369836277),(57.2218268813051,65.6036040161193),(57.2213994289283,65.6056341767735),(57.2145777510902,65.5986604333348),(57.2151947808651,65.5963215470739),(57.2152879165301,65.5958923936315),(57.2154625452636,65.5954846978612),(57.2157157554672,65.5955115199514),(57.2159922473832,65.5956670880742),(57.2170923735412,65.5959138513035),(57.217651155159,65.5956778169103),(57.2179189016735,65.5945620179601))"
"Мелиоратор-1 с/о","((57.2436101524247,65.6382970356589),(57.2419465996953,65.6374601864463),(57.2392280631606,65.6490910044353),(57.2409112036809,65.6503777050621),(57.2436101524247,65.6382970356589))"
"Мельничная","((57.3660574291464,64.7535194852805),(57.3664458312108,64.7540237405754),(57.3672760730561,64.7515085545575),(57.3668586950796,64.7510686722791),(57.3669572430873,64.7503498402631),(57.3666384103369,64.7507789937055),(57.3661688515852,64.7502425519025),(57.3652934852132,64.7529140320813),(57.3642093931624,64.7549954262769),(57.3645572336876,64.7556820717847),(57.3639253209446,64.7569588032758),(57.363809372466,64.7577741948163),(57.3640760534168,64.7577956524885),(57.3645572336876,64.7581497040784),(57.3647021662627,64.7574845162427),(57.3652297159827,64.7565618363416),(57.3648644900645,64.7558108178174),(57.3660574291464,64.7535194852805))"
"Менгарская д. ","((56.7208793201757,65.910606390358),(56.7208793201757,65.9151983321915),(56.7191275417551,65.9166584749924),(56.7163075560085,65.9155641337143),(56.7136761644783,65.9136114855515),(56.7111681312173,65.9117893262584),(56.7124363658147,65.9067056008032),(56.7208793201757,65.910606390358))"
"Меридиан","((57.1141093735723,65.3883976221651),(57.1110273164483,65.3892344713778),(57.1117394813105,65.3951782465548),(57.1135139962414,65.3941911936373),(57.122580787505,65.4008859873385),(57.1236311887459,65.3980106592745),(57.1140831090055,65.3914446116061),(57.1135461020291,65.3910583735079),(57.1141093735723,65.3883976221651))"
"Меркурий с/о ","((57.2613757791961,65.3610002185211),(57.2630907722387,65.3604208613738),(57.2633000540431,65.3622018481597),(57.2634977079848,65.3617083217009),(57.2646545435061,65.3625451709136),(57.2656253270926,65.3639828349457),(57.2611025356187,65.384410538803),(57.2599165185837,65.3842603350982),(57.2599310533311,65.3727643872604),(57.2600851213811,65.3614401007996),(57.2609513787189,65.3621374751435),(57.2613757791961,65.3610002185211))"
"Металлист","((57.1140524514219,65.3887667039362),(57.1135563035646,65.391041217181),(57.1236676471259,65.3979988673656),(57.1243182966855,65.3963519910304),(57.1140524514219,65.3887667039362))"
"Метелево","((57.2107241638168,65.4192044904998),(57.2119816283473,65.4228308370878),(57.2127966286743,65.4217686823179),(57.2131342663806,65.4229113033583),(57.2151425645078,65.4210793546012),(57.2166850958125,65.4258563688568),(57.2139375988204,65.4283454588225),(57.2148456925679,65.431134956198),(57.2136698232882,65.4326155355742),(57.2121970230559,65.4280343225768),(57.2095598064612,65.4206206968597),(57.2107241638168,65.4192044904998))"
"Мечта с/о","((57.3048377522035,65.6825248170269),(57.3071139408002,65.6822673249615),(57.3088790509036,65.6890479493511),(57.3089255000129,65.6899062562358),(57.3073926480504,65.689562933482),(57.3061849013166,65.6905070710553),(57.3048377522035,65.6825248170269))"
"МЖК","((57.1059041723621,65.5952812196024),(57.1010074437819,65.6079171735271),(57.0922789367828,65.5966492807111),(57.1012566061365,65.572707748533),(57.1026696216037,65.5747140408762),(57.1038140077233,65.5760658742198),(57.1054487834674,65.5781687260875),(57.1063945849367,65.579531288267),(57.1075972357723,65.582224226118),(57.1096871862192,65.5850137234934),(57.1059041723621,65.5952812196024))"
"Минино","((56.4302344337107,65.6254046167706),(56.4295210563252,65.6252329553937),(56.4292238117787,65.6262200083111),(56.4283558443496,65.6277435030316),(56.4265485058667,65.6293528284405),(56.4250978165299,65.6297605242108),(56.4241465146688,65.6310908998821),(56.4240989489485,65.6323998178814),(56.4206859526194,65.6316702570294),(56.4205551347942,65.633408328471),(56.4213162503539,65.6350820268963),(56.4214589578189,65.6418411936139),(56.4208982710385,65.6438346923747),(56.4213145042346,65.6455513061442),(56.4211717962255,65.6464525283732),(56.4204106777633,65.6469031394877),(56.4215999186401,65.6499286712565),(56.4247525624129,65.64967477428),(56.425477920639,65.6575711976198),(56.4262032649737,65.6583651314882),(56.4256670923299,65.6662312953886),(56.4298984959785,65.6678089165037),(56.4301853270036,65.6661662290971),(56.4303280010544,65.6631406973283),(56.4310056954551,65.663097781984),(56.4311245879591,65.6633552740495),(56.4312553692753,65.6632050703447),(56.4312434800898,65.6613167951982),(56.4306371263205,65.6613382528703),(56.4305063428621,65.6613167951982),(56.4305182322861,65.6602439115922),(56.4301496584069,65.6585916708391),(56.4308273559992,65.6580123136918),(56.4304587851288,65.6561025808732),(56.4301853270036,65.656252784578),(56.429507617921,65.6543645094316),(56.4288893464242,65.6516823004167),(56.4267253166929,65.6461462210099),(56.4283899659231,65.6383213537202),(56.429234152927,65.6352529066072),(56.4304990264872,65.6330246063572),(56.4305584735813,65.6291193100315),(56.4302344337107,65.6254046167706))"
"Миролюбова","((56.6162207788488,65.4730290295292),(56.6167413416817,65.4739517094303),(56.6171672513803,65.472986114185),(56.6181610218914,65.4738444210697),(56.6181610218914,65.47496022002),(56.6172145743812,65.4764193417241),(56.6153689332152,65.4757326962162),(56.6160314814924,65.4736727596928),(56.61560555894,65.4735869290043),(56.6149430031584,65.4737585903813),(56.6148010254007,65.4751318813969),(56.6139964746487,65.4755610348393),(56.6135232014599,65.4761618496586),(56.6140911285718,65.4795092465092),(56.6120560167233,65.4840582729985),(56.6103994490329,65.4828566433598),(56.6094054733954,65.4843157650639),(56.6080327971877,65.4851740719486),(56.6071334304414,65.4819125057865),(56.6086008072113,65.4799383999515),(56.6107307684082,65.4791659237553),(56.6117720388726,65.4788226010014),(56.6116773791126,65.4777068020512),(56.6111094155489,65.4771059872318),(56.6105887747476,65.4758185269047),(56.6106361060273,65.4738444210697),(56.6127186233696,65.4684370876957),(56.6159368324532,65.465604674976),(56.6175458337196,65.4700678707768),(56.6168833121245,65.47101200835),(56.6162207788488,65.4730290295292))"
"Мичуринец с/о","((57.1784288728317,65.4790714790699),(57.1806429931768,65.4874399711964),(57.1793611502706,65.4885557701466),(57.1784987944658,65.4903582146046),(57.1774965717959,65.4873112251637),(57.1784521800553,65.4862383415577),(57.1767973305098,65.480702262151),(57.1784288728317,65.4790714790699))"
"Мичуринец-2 с/о ","((57.0107314163776,65.7967424715557),(57.0097187765988,65.7944035852947),(57.0101255918577,65.792847904066),(57.0123586061298,65.7939958895244),(57.0126980827545,65.7920646990337),(57.0133243504164,65.7920646990336),(57.0137662432029,65.7895970667399),(57.0164108493627,65.7907556780847),(57.0183644406134,65.7925689028536),(57.0185687296757,65.7933896845496),(57.0180239465618,65.7970428789653),(57.0166193974932,65.8069992388286),(57.0115391669814,65.8045959795513),(57.012030832649,65.8012485827007),(57.0100875445834,65.8001327837505),(57.0107314163776,65.7967424715557))"
"Мичурино ","((56.9502740296856,65.1797476582014),(56.948257144715,65.1828375629866),(56.9551516241743,65.1930514149153),(56.9546161533438,65.2001981608354),(56.9575509808162,65.2078598908865),(56.9621070967186,65.2041289381468),(56.96315400485,65.2004435829603),(56.9616843689713,65.19461782498),(56.9635276318134,65.1870861820661),(56.9608374337311,65.1800909809553),(56.9593017648353,65.1789751820051),(56.9551047272784,65.1827517322981),(56.9502740296856,65.1797476582014))"
"Мичуринский пос.","((56.4121415293129,66.5600115381221),(56.4101073970024,66.5605479799251),(56.4098218960105,66.560161741827),(56.4090248610176,66.554604204748),(56.4050641043469,66.5553676735648),(56.4047547703491,66.5553462158927),(56.4022457557187,66.5539603164415),(56.4016746331351,66.5555910995226),(56.40168653161,66.5575866630296),(56.4021981624987,66.5598397186021),(56.4025908047766,66.5624790122728),(56.4028763602425,66.5665130546312),(56.4030905254302,66.5682082107286),(56.4036973202247,66.5709118774156),(56.4060649168221,66.5744953086595),(56.4077185774752,66.5738730361681),(56.4116799314744,66.5721564223985),(56.4121415293129,66.5600115381221))"
"Мияги","((57.3085615228765,66.0130776053627),(57.3052170026374,66.0122192984779),(57.3020580086723,66.0167683249671),(57.3020115508463,66.0259522086341),(57.3008036266913,66.0273254996497),(57.3001067292553,66.0320461875159),(57.3014075937469,66.0359943991859),(57.3033588038831,66.0357369071205),(57.3038698179367,66.0315312033851),(57.305309910101,66.0284412985999),(57.3052170026374,66.0184849387367),(57.3085615228765,66.0130776053627))"
"Мияссы с.","((57.8713458988247,65.89833132482),(57.871065778985,65.8998226330323),(57.8708942759619,65.8999084637208),(57.8709342934074,65.900305430655),(57.8709285766322,65.900852601294),(57.8708999927426,65.9010993645234),(57.8707742233576,65.9016787216706),(57.8706999048772,65.9019040272279),(57.8706827544368,65.9025906727357),(57.8706427367105,65.9029661819977),(57.8704597979644,65.9030949280305),(57.8701911049884,65.9029661819977),(57.8699509946676,65.9030520126863),(57.8699166930619,65.903191487555),(57.8697788823553,65.9033720456273),(57.8695444862701,65.9035651646764),(57.8691671625233,65.9043054543645),(57.8688069861511,65.9042518101842),(57.8686526237409,65.9044556580693),(57.8682527227088,65.9055925852984),(57.8680354683597,65.9060753829211),(57.8677896263243,65.9062470442981),(57.8674008494318,65.9067405707568),(57.8672464809669,65.9070946223468),(57.8672738157484,65.9076042108108),(57.8671194467365,65.9078509740402),(57.8668335764408,65.9079368047287),(57.8665934436308,65.9080548219253),(57.8662046537664,65.9081299237777),(57.8658158596858,65.9084303311874),(57.8656100258104,65.908902399974),(57.8655185437206,65.9096534184982),(57.865627178686,65.9102327756454),(57.8657758365264,65.9106833867599),(57.8658215772764,65.9115202359726),(57.8660388450418,65.9118528298904),(57.8662160888226,65.9123034410049),(57.8663116843783,65.9131733633385),(57.8665346666505,65.9138170935021),(57.8664832093261,65.9142140604363),(57.8662259215967,65.9145466543542),(57.8658314101587,65.9154371477471),(57.8657284934174,65.9159950472222),(57.8658199749798,65.9165529466973),(57.8658085397973,65.9171430326806),(57.8656655997079,65.9180978990899),(57.8655398119578,65.9186450697289),(57.8654025884545,65.9189883924828),(57.8651395752717,65.9205548025476),(57.8649737616213,65.921348736416),(57.8646376759935,65.9219924965229),(57.8643860928393,65.9223358192768),(57.8642259935412,65.9229688206043),(57.8639360691698,65.923506574097),(57.863673045229,65.9238928121951),(57.8632327617057,65.9247296614078),(57.862792472776,65.9253304762271),(57.8625923396571,65.9256952566531),(57.8624322323577,65.925309018555),(57.8617570560926,65.925721448474),(57.8614707125464,65.925962217016),(57.8613677832879,65.9259407593439),(57.8613277551631,65.925769097967),(57.8612762903656,65.9255223347376),(57.861190515539,65.9250931812952),(57.8611504872164,65.9249537064265),(57.8610075285564,65.9249215199183),(57.8606930174985,65.9250288082789),(57.8605729307305,65.9250180794428),(57.8604128144143,65.9240632130335),(57.8602698528135,65.9239881111811),(57.8601097351441,65.924138314886),(57.8600296760412,65.925232656164),(57.8600411130669,65.9265093876551),(57.8598809943761,65.9269492699335),(57.8595092875163,65.9269170834254),(57.8594063526277,65.9269599987696),(57.8593377292046,65.9270672871302),(57.8592691056501,65.9273140503596),(57.8592462311027,65.9276359154414),(57.8592633870146,65.928107984228),(57.8593262919546,65.928655154867),(57.8592976988137,65.9288911892603),(57.8596179406892,65.9297709538172),(57.8602069495287,65.9301893784235),(57.860292726708,65.9303717686365),(57.8601726385995,65.9317987038325),(57.8602126680137,65.9328394009303),(57.8610475570387,65.9328394009303),(57.8619661668093,65.9335134103953),(57.8624922378033,65.9307453706919),(57.862915376263,65.9276447370707),(57.8662054285795,65.931577616893),(57.8666513930587,65.9320711433518),(57.8668400686684,65.931384497844),(57.86774341086,65.9323822795975),(57.8681379012587,65.9313630401718),(57.8687953756101,65.9309660732376),(57.8693384975012,65.9293460189926),(57.8696643666861,65.9288846790421),(57.8702703611534,65.9266745388138),(57.8703846985834,65.9256123840439),(57.8707219918769,65.9241425335038),(57.869424252837,65.9231340229141),(57.8710927079832,65.9150221718867),(57.8714235008578,65.9139154699638),(57.8731193615817,65.9125200360392),(57.8751200549349,65.9118655770396),(57.8747981754111,65.9078299732598),(57.8746381226159,65.9065103264245),(57.8744055638453,65.9054548368664),(57.8743255366605,65.9048754797192),(57.8734909567981,65.9043926820966),(57.8731536895595,65.9041566477032),(57.872753537872,65.9040493593426),(57.8716159393868,65.9041673765393),(57.8715873560453,65.9038884268017),(57.8714844558272,65.9035558328839),(57.8720618365628,65.9003908262463),(57.8717359891721,65.9001977071973),(57.8719989539636,65.8987385854932),(57.8713458988247,65.89833132482))"
"ММС","((57.209292677499,65.6110093315405),(57.2083755428834,65.6112808632937),(57.2073652298996,65.6111661569488),(57.2043896106264,65.6105505061609),(57.2020662808969,65.6041132045252),(57.1997136871622,65.597761733578),(57.2028116257268,65.5938349795802),(57.2021710959275,65.5905734134181),(57.2041963365615,65.5892595833073),(57.2047192538225,65.58534937487),(57.2055321661038,65.5775289579956),(57.2058770174056,65.5731319444373),(57.2067023772332,65.575812914371),(57.2070682440899,65.5760469345562),(57.2075284908964,65.5748456700805),(57.2084373230762,65.5745889083407),(57.2108382629755,65.5804568513396),(57.212098054305,65.583535296963),(57.2147001624358,65.5896936488611),(57.2158992822999,65.5886207652552),(57.2164105829497,65.5890632778971),(57.2147261636758,65.5955143517767),(57.2146115671707,65.5958001876363),(57.2142515709482,65.5956212404842),(57.213786333349,65.5972805671859),(57.2140834419653,65.5985930281595),(57.2124013156021,65.6054415685398),(57.2115622029061,65.6077107392252),(57.2105367763669,65.6098082485338),(57.209292677499,65.6110093315405))"
"Молодежный","((57.113363289678,65.1895576664806),(57.1135033799114,65.1856952854991),(57.1136084472058,65.1827555844187),(57.1132290360496,65.1787966439127),(57.1132231989204,65.1760178753733),(57.1126657491827,65.1759266802668),(57.112225036898,65.175620908439),(57.1108065497178,65.1730996319652),(57.1054706816271,65.1689797589182),(57.1055524184734,65.1854592511058),(57.1059494234008,65.186596507728),(57.1070703554408,65.1879268833995),(57.1073155547868,65.1907592961192),(57.1080978465657,65.1951152035593),(57.1129430158251,65.1924759098888),(57.113363289678,65.1895576664806))"
"Молчанова","((57.2828393952791,65.1580973691514),(57.283536621127,65.1572390622667),(57.2903687327061,65.166122538524),(57.2902990237121,65.1716586179307),(57.2927852292049,65.169899088817),(57.2929014029071,65.1728173322252),(57.2873014115482,65.1809283322862),(57.2866623539837,65.1858421392015),(57.2857763693956,65.1882078475526),(57.28489036341,65.1905735559037),(57.2825546909152,65.1902409619859),(57.2813519358455,65.1824732846788),(57.28355986176,65.1800700254015),(57.2845591950414,65.1762505597642),(57.2848148340635,65.1742764539293),(57.2852099090459,65.1723881787828),(57.2852099090459,65.1700278348497),(57.2850007522327,65.1678820676378),(57.2841641130465,65.1657792157701),(57.2824210534184,65.1638909406236),(57.2817702899128,65.1595135755113),(57.2828393952791,65.1580973691514))"
"Москвичка с/о ","((57.1213730359506,65.2195982104374),(57.1259947289965,65.2187399035526),(57.1265548948653,65.2274946337773),(57.1269750136646,65.2273229724002),(57.1273017694487,65.2323011523319),(57.1224468142569,65.2341894274784),(57.1213730359506,65.2195982104374))"
"Московка","((57.4698109080559,65.6909841268194),(57.4704063060232,65.6900829045904),(57.4707502450625,65.6902545659673),(57.4712690377117,65.6911557881963),(57.4721873837522,65.6881731717717),(57.4732129993175,65.6890851228367),(57.4732213081745,65.6907695500982),(57.4724583311526,65.693430301441),(57.4723542875922,65.6945461003911),(57.4725565942421,65.6954902379644),(57.4733513594805,65.6963914601934),(57.473586895663,65.6976145475042),(57.4721787134098,65.6994706361425),(57.4710352929247,65.6985104053152),(57.4705791791553,65.6976440518033),(57.4702586316233,65.6974254517686),(57.4703527007394,65.6982602893245),(57.468989261869,65.7027975811494),(57.467810762083,65.7069057195318),(57.4674176568824,65.7068413465154),(57.4666776826401,65.7090085713995),(57.4662614405215,65.7086652486455),(57.4677413908782,65.7036870687139),(57.4671517303798,65.7030862538946),(57.4682212056282,65.6996744840277),(57.4685478228868,65.6994706361425),(57.4693585725337,65.6970083682668),(57.4676134873877,65.6947472660672),(57.4685275900513,65.6920570104253),(57.4698109080559,65.6909841268194))"
"Московская Усадьба","((57.0981569204929,65.1084247154588),(57.0963349487815,65.1094546837205),(57.092830904334,65.1108279747361),(57.0931579625509,65.1229301018113),(57.0945005476865,65.1228940093519),(57.095761984957,65.1215207183363),(57.0965094830057,65.1190316283705),(57.0962291730107,65.1169716918471),(57.097537268115,65.1143967711928),(57.0981569204929,65.1084247154588))"
"Московский дворик","((57.4751171212414,65.6689685552252),(57.4772440134444,65.6726592748296),(57.4732213081824,65.6845039098394),(57.4707704766915,65.6831306188238),(57.4706779892529,65.6722301213873),(57.4716028530643,65.6704276769293),(57.4728976229222,65.6712859838141),(57.4728513819347,65.6733459203375),(57.4733600295669,65.6749767034185),(57.4738224303371,65.6742900579107),(57.4751171212414,65.6689685552252))"
"Московский п.","((57.1078431721799,65.4560675562189),(57.1079727248588,65.4539777224946),(57.1085693090258,65.4525745342781),(57.1110022490252,65.4499658555087),(57.1130659219144,65.4478384027553),(57.1127569164572,65.4468450634104),(57.1133530356524,65.4462316757363),(57.1127240821974,65.4432882866186),(57.1137076381071,65.4422080269378),(57.1146473910638,65.4411633065265),(57.1156542426558,65.4435377320569),(57.1160876181506,65.444338706724),(57.1168478369558,65.4453113427681),(57.1170871348343,65.446283643536),(57.1186979777065,65.4443363597912),(57.11893142736,65.4452483108563),(57.1195850785305,65.4443256309551),(57.1158497730062,65.4242841651959),(57.1119272951921,65.3998224189801),(57.1094988856795,65.4013673713726),(57.1108083109815,65.4099846658883),(57.1074008494719,65.4115638439489),(57.1063517866515,65.4139154982058),(57.1049290359048,65.419013734494),(57.1050296533133,65.4223263726399),(57.1016809755187,65.4240592996885),(57.1015229414497,65.4285551220474),(57.0968156622475,65.4301653275561),(57.0969309281226,65.4330424158198),(57.0998709645295,65.4363933330697),(57.1009859683892,65.4367436966223),(57.1008803177206,65.4395043602509),(57.1021637977678,65.4453690102619),(57.1031425262347,65.4471419504207),(57.103231566611,65.4494862010998),(57.1037833202243,65.4548613479656),(57.1039526397812,65.4572002342266),(57.1042912765651,65.4581014564556),(57.1076774736244,65.4600755622906),(57.1078431721799,65.4560675562189))"
"Московский тракт ","((57.1310670574561,65.4832501208458),(57.1302721251104,65.4840279614601),(57.1298724645771,65.4839957749519),(57.1290731305165,65.4845751320992),(57.1240404287605,65.5047560727271),(57.1359952555196,65.5131245648536),(57.1382396352585,65.5146856105003),(57.1384773360932,65.5140794312629),(57.1407521868299,65.504187444416),(57.1426536209838,65.4963339364204),(57.1396206119503,65.4894567525062),(57.1377306878472,65.4853261506233),(57.1395739483326,65.482407907215),(57.1405422064688,65.4809058701667),(57.1374856906018,65.4764212166939),(57.1321303438362,65.4818285500679),(57.1316986153448,65.4821182286415),(57.1312552132618,65.4827726876412),(57.1310670574561,65.4832501208458))"
"Мостовка","((58.163262269215,65.5208919652387),(58.1630241250094,65.5220614083692),(58.1616179075574,65.5211816438123),(58.1607163113724,65.5260203488752),(58.1635968024202,65.5278978951856),(58.1637328828206,65.5275331147595),(58.1639483423859,65.5275438435956),(58.167520437935,65.5299846995996),(58.1681440664321,65.5264441836999),(58.166511270391,65.5253498424219),(58.1668854594619,65.5231718887018),(58.1667720692516,65.5231289733575),(58.16687978996,65.522506700866),(58.1693448479276,65.5238097388611),(58.1700670140813,65.5186271476977),(58.1687404450101,65.5179405021898),(58.1685476915353,65.5190884876482),(58.1677143041065,65.5186486053697),(58.1675725696104,65.5195498275988),(58.165973765137,65.5186807918779),(58.1656505937673,65.5206441688769),(58.1665804122058,65.5211806106798),(58.166308272749,65.5228757667773),(58.163262269215,65.5208919652387))"
"Мостовщики д. ","((57.0255644792858,64.9204931845476),(57.0257283065098,64.9258576025774),(57.0199236998803,64.9262438406755),(57.0163480306436,64.9332926859666),(57.0151453343548,64.9298219075013),(57.0173136709291,64.9270377745439),(57.0172317387994,64.9213085760881),(57.0255644792858,64.9204931845476))"
"Моторостроитель с/о ","((57.2796769227089,65.3737003651924),(57.2859984973731,65.3747303334542),(57.2857196273557,65.3967029897042),(57.2787471874423,65.3961880055733),(57.2764227461398,65.3858883229561),(57.2796769227089,65.3737003651924))"
"Мотуши","((57.1311810506558,66.4993709248807),(57.1298843580352,66.495822362354),(57.1283177641774,66.4894118828084),(57.1277984688481,66.4832857174184),(57.1284402934761,66.4766982120778),(57.132384352295,66.4709904712942),(57.1347179162684,66.4769986194875),(57.1345779065875,66.4863702577855),(57.1353712877095,66.4962568802144),(57.1349045950006,66.4990356487539),(57.1332244523348,66.4975550693776),(57.1335044814332,66.5016320270803),(57.1311810506558,66.4993709248807))"
"Полянка с/о ","((57.2594862872776,65.3546702052459),(57.2598965727829,65.3567479434627),(57.2592188436439,65.3609358455047),(57.2588369336402,65.3608292276963),(57.2583852499982,65.3609371866092),(57.2577493223285,65.3614105965003),(57.2571751610234,65.3616707707748),(57.2568408351127,65.3616332198485),(57.2562419480411,65.3614722873077),(57.2566105754546,65.3589034854427),(57.2559325979539,65.3584589931175),(57.2539834962253,65.3549092571244),(57.2542253565437,65.3533458645448),(57.2551742476819,65.3532231534824),(57.2570254415366,65.3551664139137),(57.2579600881505,65.3517144109116),(57.2589920964172,65.351977267395),(57.2595909386145,65.353232541214),(57.2594862872776,65.3546702052459))"
